repo_name,repo_url,bo_file_path,Translation Segment Pairs,Tibetan Title,en_file_path,English Title
TMtoh103_84000,https://github.com/MonlamAI/TMtoh103_84000,TMtoh103_84000-bo.txt,435,ཨཱརྱཱ་ཙིན་ཏྱ་པྲ་བྷཱས་ནིར་ད་ཤོ་ནཱ་མ་དྷརྨ་པརྱཱ་ཡ། བོད་སྐད་དུ། འཕགས་པ་ཁྱེའུ་སྣང་བ་བསམ་གྱིས་མི་ཁྱབ་པས་བསྟན་པ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་གྲངས།,TMtoh103_84000-en.txt,The Teaching by the Child Inconceivable Radiance
TMtoh259_84000,https://github.com/MonlamAI/TMtoh259_84000,TMtoh259_84000-bo.txt,133,འཕགས་པ་ཡི་གེ་མེད་པའི་ཟ་མ་ཏོག་རྣམ་པར་སྣང་མཛད་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh259_84000-en.txt,"The Noble Mahāyāna Sūtra The Basket without Words, The Illuminator’s Matrix"
TMtoh590_84000,https://github.com/MonlamAI/TMtoh590_84000,TMtoh590_84000-bo.txt,164,འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གཙུག་ཏོར་ནས་བྱུང་བ་གདུགས་དཀར་པོ་ཅན་ཞེས་བྱ་བ་གཞན་གྱིས་མི་ཐུབ་མ་ཕྱིར་ཟློག་པའི་རིག་སྔགས་ཀྱི་རྒྱལ་མོ་ཆེན་མོའོ,TMtoh590_84000-en.txt,The Noble Invincible Great Queen of Spells for Averting Sitātapatrā Born from the Uṣṇīṣa of All Tathāgatas
TMtoh136_84000,https://github.com/MonlamAI/TMtoh136_84000,TMtoh136_84000-bo.txt,825,འཕགས་པ་ཁྱེའུ་བཞིའི་ཏིང་ངེ་འཛིན་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh136_84000-en.txt,The Noble Mahāyāna Sūtra The Four Boys’ Absorption
TMtoh357_84000,https://github.com/MonlamAI/TMtoh357_84000,TMtoh357_84000-bo.txt,230,འཕགས་པ་གླང་རུ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh357_84000-en.txt,The Prophecy on Mount Gośṛṅga
TMtoh344_84000,https://github.com/MonlamAI/TMtoh344_84000,TMtoh344_84000-bo.txt,93,འཕགས་པ་སངས་རྒྱས་ཀྱི་རྟོགས་པ་བརྗོད་པ་ཤེས་ལྡན་གྱི་མདོ།,TMtoh344_84000-en.txt,The Noble Sūtra of Jñānaka An Account of the Noble Deeds of the Buddha
TMtoh283_84000,https://github.com/MonlamAI/TMtoh283_84000,TMtoh283_84000-bo.txt,30,འཕགས་པ་སྐུ་གསུམ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh283_84000-en.txt,The Noble ‌MaBodies Thāyāna Sūtra The Three Bodies
TMtoh513_84000,https://github.com/MonlamAI/TMtoh513_84000,TMtoh513_84000-bo.txt,35,འཕགས་པ་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཡན་ལག་དང་ལྡན་པ་ཞེས་བྱ་བའི་གཟུངས།,TMtoh513_84000-en.txt,The Dhāraṇī “Endowed with the Attributes of All the Buddhas”
TMtoh152_84000,https://github.com/MonlamAI/TMtoh152_84000,TMtoh152_84000-bo.txt,4023,འཕགས་པ་བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh152_84000-en.txt,The Questions of Sāgaramati Chapter One: Refining the Precious Mind of Omniscience
TMtoh515_84000,https://github.com/MonlamAI/TMtoh515_84000,TMtoh515_84000-bo.txt,32,འཕགས་པ་སངས་རྒྱས་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བའི་གཟུངས།,TMtoh515_84000-en.txt,The Noble Dhāraṇī of the Buddha’s Essence
TMtoh41_84000,https://github.com/MonlamAI/TMtoh41_84000,TMtoh41_84000-bo.txt,15,ཉི་མའི་མདོ།,TMtoh41_84000-en.txt,The Sūtra of the Sun
TMtoh73_84000,https://github.com/MonlamAI/TMtoh73_84000,TMtoh73_84000-bo.txt,328,འཕགས་པ་བད་སའི་རྒྱལ་པོ་འཆར་བྱེད་ཀྱིས་ཞུས་པ་ཞེས་བྱ་བའི་ལེའུ།,TMtoh73_84000-en.txt,The Noble Episode King Udayana of Vatsa’s Questions
TMtoh329_84000,https://github.com/MonlamAI/TMtoh329_84000,TMtoh329_84000-bo.txt,57,ལྷའི་མདོ།,TMtoh329_84000-en.txt,The Devatā Sūtra
TMtoh547_84000,https://github.com/MonlamAI/TMtoh547_84000,TMtoh547_84000-bo.txt,6,The Dhāraṇī Mañjuśrī’s Promise,TMtoh547_84000-en.txt,The Dhāraṇī Mañjuśrī’s Promise
TMtoh549_84000,https://github.com/MonlamAI/TMtoh549_84000,TMtoh549_84000-bo.txt,11,རྗེ་བཙུན་འཕགས་པ་འཇམ་དཔལ་གྱི་ཤེས་རབ་དང་བློ་འཕེལ་བ་ཞེས་བྱ་བའི་གཟུངས།,TMtoh549_84000-en.txt,The Noble Lord Mañjuśrī’s Dḥāraṇī for Increasing Insight and Intelligence
TMtoh270_84000,https://github.com/MonlamAI/TMtoh270_84000,TMtoh270_84000-bo.txt,97,༄༅། །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་སཔྟ་བུད་དྷ་ཀ་ན་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ།,TMtoh270_84000-en.txt,The Seven Buddhas
TMtoh212_84000,https://github.com/MonlamAI/TMtoh212_84000,TMtoh212_84000-bo.txt,21,འཕགས་པ་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh212_84000-en.txt,The Noble Mahāyāna Sūtra on Dependent Arising
TMtoh129_84000,https://github.com/MonlamAI/TMtoh129_84000,TMtoh129_84000-bo.txt,1334,འཕགས་པ་རབ་ཏུ་ཞི་བ་རྣམ་པར་ངེས་པའི་ཆོ་འཕྲུལ་གྱི་ཏིང་ངེ་འཛིན་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh129_84000-en.txt,The Noble Great Vehicle Sūtra The Absorption of the Miraculous Ascertainment of Peace
TMtoh54_84000,https://github.com/MonlamAI/TMtoh54_84000,TMtoh54_84000-bo.txt,590,འཕགས་པ་དཀོན་མཆོག་བརྩེགས་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་ལེའུ་སྟོང་ཕྲག་བརྒྱ་པ་ལས་ལེའུ་བཅུ་པ་སྟེ་ཀུན་ནས་སྒོའི་ལེའུ་བསྟན་པ། བམ་པོ་གཅིག་པ། རྒྱ་གར་སྐད་དུ། ཨཱརྱ་ས་མན་ཏ་མུ་ཁ་པ་རི་བརྟ་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ། འཕགས་པ་ཀུན་ནས་སྒོའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh54_84000-en.txt,The Noble Mahāyāna Sūtra The Exposition on the Universal Gateway
TMtoh285_84000,https://github.com/MonlamAI/TMtoh285_84000,TMtoh285_84000-bo.txt,41,འཕགས་པ་བསམ་པ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པར་བྱེད་པ་ཞེས་བྱ་བའི་ཡོངས་སུ་བསྔོ་བ།,TMtoh285_84000-en.txt,The Noble Dedication Fulfilling All Aspirations ”
TMtoh584_84000,https://github.com/MonlamAI/TMtoh584_84000,TMtoh584_84000-bo.txt,5,འཕགས་པ་ཕལ་པོ་ཆེ་གཟུང་བར་འགྱུར་བའི་གཟུངས་རྫོགས་སོ།།,TMtoh584_84000-en.txt,The Dhāraṇī for Retaining the Noble Avatamsaka
TMtoh591_84000,https://github.com/MonlamAI/TMtoh591_84000,TMtoh591_84000-bo.txt,131,འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་པོ་ཅན་གཞན་གྱིས་མི་ཐུབ་པ་ཕྱིར་ཟློག་པ་ཆེན་མོ་མཆོག་ཏུ་གྲུབ་པ་ཞེས་བྱ་བའི་གཟུངས།,TMtoh591_84000-en.txt,"The Noble Dhāraṇī The Supreme Accomplishment of Invincible Averting, Sitātapatrā Born from the Uṣṇīṣa of the Tathāgata"
TMtoh503_84000,https://github.com/MonlamAI/TMtoh503_84000,TMtoh503_84000-bo.txt,418,འཕགས་པ་དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh503_84000-en.txt,The Detailed Account of the Previous Aspirations of the Seven Thus-Gone Ones
TMtoh162_84000,https://github.com/MonlamAI/TMtoh162_84000,TMtoh162_84000-bo.txt,67,འཕགས་པ་དཔལ་དབྱིག་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh162_84000-en.txt,The Noble Great Vehicle Sūtra The Questions of Śrīvasu
TMtoh238_84000,https://github.com/MonlamAI/TMtoh238_84000,TMtoh238_84000-bo.txt,3215,འཕགས་པ་ཆོས་ཡང་དག་པར་སྡུད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh238_84000-en.txt,The Noble Great Vehicle Sūtra The Dharma Council
TMtoh639_84000,https://github.com/MonlamAI/TMtoh639_84000,TMtoh639_84000-bo.txt,39,འཕགས་པ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་གཟུངས་སྔགས་དང་བཅས་པ།,TMtoh639_84000-en.txt,The Noble One Hundred and Eight Names of Youthful Mañjuśrī Accompanied by His Dhāraṇī-Mantra
TMtoh216_84000,https://github.com/MonlamAI/TMtoh216_84000,TMtoh216_84000-bo.txt,1689,འཕགས་པ་མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh216_84000-en.txt,The Noble Great Vehicle Sūtra Eliminating Ajātaśatru’s Remorse
TMtoh548_84000,https://github.com/MonlamAI/TMtoh548_84000,TMtoh548_84000-bo.txt,3,འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་,TMtoh548_84000-en.txt,The Noble Epithets of Mañjuśrī
TMtoh229_84000,https://github.com/MonlamAI/TMtoh229_84000,TMtoh229_84000-bo.txt,1321,དེ་བཞིན་གཤེགས་པ་བགྲོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh229_84000-en.txt,The Noble Great Vehicle Sūtra Discussions of Thus-Gone Ones
TMtoh310_84000,https://github.com/MonlamAI/TMtoh310_84000,TMtoh310_84000-bo.txt,25,མི་རྟག་པ་ཉིད་ཀྱི་མདོ།,TMtoh310_84000-en.txt,The Sūtra on Impermanence
TMtoh85_84000,https://github.com/MonlamAI/TMtoh85_84000,TMtoh85_84000-bo.txt,341,འཕགས་པ་དཀོན་མཆོག་བརྩེགས་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་ལེའུ་སྟོང་ཕྲག་བརྒྱ་པ་ལས་བུ་མོ་རྣམ་དག་དད་པས་ཞུས་པའི་ལེའུ་སྟེ་བཞི་བཅུ་པ་རྫོགས་སོ།། །།འཕགས་པ་དཀོན་མཆོག་བརྩེགས་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་ལེའུ་སྟོང་ཕྲག་བརྒྱ་པ་ལས་ལེའུ་བཞི་བཅུ་རྩ་གཅིག་པ་སྟེ། འཕགས་པ་བྱམས་པས་ཞུས་པ་ལུང་བསྟན་པ། བམ་པོ་གཅིག་པ། རྒྱ་གར་སྐད་དུ། ཨཱརྱ་མཻ་ཏྲི་ཡ་པ་རི་པྲྀ་ཙྪཱ་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ། འཕགས་པ་བྱམས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh85_84000-en.txt,The Noble Mahāyāna Sūtra The Question of Maitreya
TMtoh273_84000,https://github.com/MonlamAI/TMtoh273_84000,TMtoh273_84000-bo.txt,147,༄༅། །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་དྭཱ་ད་ཤ་བུད་དྷི་ཀན་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ། འཕགས་པ་སངས་རྒྱས་བཅུ་གཉིས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ།,TMtoh273_84000-en.txt,The Noble Mahāyāna Sūtra The Twelve Buddhas Homage to all buddhas and bodhisattvas.
TMtoh81_84000,https://github.com/MonlamAI/TMtoh81_84000,TMtoh81_84000-bo.txt,142,འཕགས་པ་དཀོན་མཆོག་བརྩེགས་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་ལེའུ་སྟོང་ཕྲག་བརྒྱ་པ་ལས་ལེའུ་སུམ་ཅུ་རྩ་བདུན་པ་སྟེ་འཕགས་པ་སེང་གེས་ཞུས་པ། ཤོ་ལོ་ཀ་དྲུག་ཅུ།,TMtoh81_84000-en.txt,The Noble Great Vehicle Sūtra Siṃha’s Questions
TMtoh260_84000,https://github.com/MonlamAI/TMtoh260_84000,TMtoh260_84000-bo.txt,536,འཕགས་པ་ནམ་མཁའི་སྙིང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh260_84000-en.txt,The Noble Mahāyāna Ākāśagarbha Sūtra
TMtoh328_84000,https://github.com/MonlamAI/TMtoh328_84000,TMtoh328_84000-bo.txt,132,དགའ་བོ་རབ་ཏུ་བྱུང་བའི་མདོ།,TMtoh328_84000-en.txt,Nanda’s Going Forth
TMtoh566_84000,https://github.com/MonlamAI/TMtoh566_84000,TMtoh566_84000-bo.txt,700,འཕགས་མ་འོད་ཟེར་ཅན་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་འོད་ཟེར་ཅན་འབྱུང་བའི་རྒྱུད་སྟོང་ཕྲག་བཅུ་གཉིས་པ་ལས་ཕྱུང་བའི་རྟོག་པའི་སྙིང་པོ་བདུན་བརྒྱ་པ་ཞེས་བྱ་བ།,TMtoh566_84000-en.txt,The Maṇḍala Rites of Noble Mārīcī A Ritual Manual Consisting of Seven Hundred Essential Lines from the Twelve-Thousand Line Tantra of Mārīcī’s Arising
TMtoh173_84000,https://github.com/MonlamAI/TMtoh173_84000,TMtoh173_84000-bo.txt,122,འཕགས་པ་བདག་མེད་པ་དྲིས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh173_84000-en.txt,The Noble Mahāyāna Sūtra Questions on Selflessness
TMtoh307_84000,https://github.com/MonlamAI/TMtoh307_84000,TMtoh307_84000-bo.txt,320,ཚེའི་མཐའི་མདོ།,TMtoh307_84000-en.txt,The Sūtra on the Limits of Life
TMtoh21_84000,https://github.com/MonlamAI/TMtoh21_84000,TMtoh21_84000-bo.txt,30,བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ།,TMtoh21_84000-en.txt,"The Heart of the Perfection of Wisdom, the Blessed Mother"
TMtoh95_84000,https://github.com/MonlamAI/TMtoh95_84000,TMtoh95_84000-bo.txt,8286,འཕགས་པ་རྒྱ་ཆེར་རོལ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh95_84000-en.txt,The Noble Great Vehicle Sūtra The Play in Full
TMtoh338_84000,https://github.com/MonlamAI/TMtoh338_84000,TMtoh338_84000-bo.txt,576,ལས་རྣམ་པར་འབྱེད་པ།,TMtoh338_84000-en.txt,The Exposition of Karma
TMtoh668_84000,https://github.com/MonlamAI/TMtoh668_84000,TMtoh668_84000-bo.txt,8,དཔལ་མགོན་པོ་ནག་པོ་ཞེས་བྱ་བའི་གཟུངས།,TMtoh668_84000-en.txt,The Noble Dhāraṇī of Glorious Mahākāla
TMtoh299_84000,https://github.com/MonlamAI/TMtoh299_84000,TMtoh299_84000-bo.txt,34,གཎ་ཌཱིའི་དུས་ཀྱི་མདོ།,TMtoh299_84000-en.txt,The Sūtra on the Timings for the Gaṇḍī
TMtoh581_84000,https://github.com/MonlamAI/TMtoh581_84000,TMtoh581_84000-bo.txt,3,ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུ་ཐོབ་པར་འགྱུར་བའི་གཟུངས་རྫོགས་སོ།།,TMtoh581_84000-en.txt,The Dhāraṇī for Obtaining the Ten Perfections
TMtoh305_84000,https://github.com/MonlamAI/TMtoh305_84000,TMtoh305_84000-bo.txt,23,མཆོག་ཏུ་གདགས་པའི་མདོ།,TMtoh305_84000-en.txt,The Sūtra “Declaring What Is Supreme”
TMtoh118_84000,https://github.com/MonlamAI/TMtoh118_84000,TMtoh118_84000-bo.txt,286,འཕགས་པ་རིན་པོ་ཆེའི་མཐའ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh118_84000-en.txt,The Noble Great Vehicle Sūtra Infinite Jewels
TMtoh210_84000,https://github.com/MonlamAI/TMtoh210_84000,TMtoh210_84000-bo.txt,215, །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་ཤཱ་ལི་སྟམྦྷ་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ།,TMtoh210_84000-en.txt,The Rice Seedling
TMtoh196_84000,https://github.com/MonlamAI/TMtoh196_84000,TMtoh196_84000-bo.txt,206,འཕགས་པ་འཇམ་དཔལ་གནས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,TMtoh196_84000-en.txt,The Dwelling Place of Mañjuśrī
TMtoh601_84000,https://github.com/MonlamAI/TMtoh601_84000,TMtoh601_84000-bo.txt,169,ཤེས་པས་ཐམས་ཅད་མཐར་ཕྱིན་པར་གྲུབ་པའི་མཆོད་རྟེན་ཞེས་བྱ་བའི་གཟུངས།,TMtoh601_84000-en.txt,The Dhāraṇī for a Caitya Homage to the Three Jewels.
TMtoh438_84000,https://github.com/MonlamAI/TMtoh438_84000,TMtoh438_84000-bo.txt,94,སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ཉི་ཤུ་རྩ་གཅིག་གིས་བསྟོད་པ་ཕན་ཡོན་དང་བཅས་པ།,TMtoh438_84000-en.txt,Praise to Tārā with Twenty-One Verses of Homage and Their Benefits
TMtoh179_84000,https://github.com/MonlamAI/TMtoh179_84000,TMtoh179_84000-bo.txt,717,བོད་སྐད་དུ། འཕགས་པ་ཀུན་རྫོབ་དང་དོན་དམ་པའི་བདེན་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། བམ་པོ་དང་པོ།,TMtoh179_84000-en.txt,Teaching the Relative and Ultimate Truths
TMtoh865_84000,https://github.com/MonlamAI/TMtoh865_84000,TMtoh865_84000-bo.txt,6,༄༅། །དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ། །,TMtoh865_84000-en.txt,[Untitled Dhāraṇī of Buddhas and Bodhisattvas]
TMtoh670_84000,https://github.com/MonlamAI/TMtoh670_84000,TMtoh670_84000-bo.txt,8,ལྷ་མོ་ནག་མོ་ཆེན་མོའི་གཟུངས།,TMtoh670_84000-en.txt,The Dhāraṇī of Devī Mahākālī
